Year,Age of Mother Year,Age of Mother Year Code,Births,Fertility Rate,State
2014.0,38 years,38.0,330.0,28.06122,New Mexico
2014.0,39 years,39.0,303.0,25.17866,New Mexico
2014.0,40 years,40.0,188.0,16.38773,New Mexico
2014.0,41 years,41.0,145.0,12.18897,New Mexico
2014.0,42 years,42.0,104.0,8.57166,New Mexico
2014.0,43 years,43.0,62.0,4.94733,New Mexico
2014.0,44 years,44.0,22.0,1.71781,New Mexico
2014.0,45 years,45.0,20.0,,New Mexico
2014.0,13 years,13.0,12.0,,New York
2014.0,14 years,14.0,86.0,,New York
2014.0,15 years,15.0,313.0,2.66127,New York
2014.0,16 years,16.0,778.0,6.54397,New York
2014.0,17 years,17.0,1479.0,12.21678,New York
2014.0,18 years,18.0,2711.0,20.84038,New York
2014.0,19 years,19.0,4673.0,35.29083,New York
2014.0,20 years,20.0,6165.0,45.06019,New York
2014.0,21 years,21.0,7491.0,53.60708,New York
2014.0,22 years,22.0,8649.0,61.72743,New York
2014.0,23 years,23.0,9345.0,63.23161,New York
2014.0,24 years,24.0,10299.0,67.34101,New York
2014.0,25 years,25.0,11147.0,74.63376,New York
2014.0,26 years,26.0,11567.0,77.9931,New York
2014.0,27 years,27.0,12729.0,86.78075,New York
2014.0,28 years,28.0,13827.0,94.91221,New York
2014.0,29 years,29.0,14539.0,98.64707,New York
2014.0,30 years,30.0,14876.0,106.42134,New York
2014.0,31 years,31.0,15388.0,109.49196,New York
2014.0,32 years,32.0,14885.0,107.21051,New York
2014.0,33 years,33.0,14032.0,104.00314,New York
2014.0,34 years,34.0,12826.0,91.65684,New York
2014.0,35 years,35.0,11341.0,87.12654,New York
2014.0,36 years,36.0,9675.0,76.49975,New York
2014.0,37 years,37.0,7885.0,62.50892,New York
2014.0,38 years,38.0,6379.0,52.66721,New York
2014.0,39 years,39.0,5031.0,40.0175,New York
2014.0,40 years,40.0,3624.0,30.0702,New York
2014.0,41 years,41.0,2550.0,20.98748,New York
2014.0,42 years,42.0,1828.0,14.37096,New York
2014.0,43 years,43.0,1101.0,8.06103,New York
2014.0,44 years,44.0,652.0,4.60872,New York
2014.0,45 years,45.0,360.0,,New York
2014.0,46 years,46.0,206.0,,New York
2014.0,47 years,47.0,114.0,,New York
2014.0,48 years,48.0,69.0,,New York
2014.0,49 years,49.0,54.0,,New York
2014.0,50 years and over,,83.0,,New York
2014.0,13 years,13.0,15.0,,North Carolina
2014.0,14 years,14.0,88.0,,North Carolina
2014.0,15 years,15.0,300.0,4.71757,North Carolina
2014.0,16 years,16.0,671.0,10.75889,North Carolina
2014.0,17 years,17.0,1331.0,21.45978,North Carolina
2014.0,18 years,18.0,2267.0,35.18711,North Carolina
2014.0,19 years,19.0,3711.0,55.48163,North Carolina
2014.0,20 years,20.0,5011.0,74.80556,North Carolina
2014.0,21 years,21.0,5584.0,83.13606,North Carolina
2014.0,22 years,22.0,5994.0,87.55989,North Carolina
2014.0,23 years,23.0,6366.0,92.12469,North Carolina
2014.0,24 years,24.0,6633.0,94.08511,North Carolina
2014.0,25 years,25.0,6854.0,99.24847,North Carolina
2014.0,26 years,26.0,6908.0,103.07525,North Carolina
2014.0,27 years,27.0,6980.0,108.27749,North Carolina
2014.0,28 years,28.0,7281.0,112.27448,North Carolina
2014.0,29 years,29.0,7137.0,109.86592,North Carolina
2014.0,30 years,30.0,6925.0,109.99746,North Carolina
2014.0,31 years,31.0,6756.0,103.80591,North Carolina
2014.0,32 years,32.0,6225.0,95.28402,North Carolina
2014.0,33 years,33.0,5728.0,88.1597,North Carolina
2014.0,34 years,34.0,4882.0,72.94951,North Carolina
2014.0,35 years,35.0,4196.0,65.45205,North Carolina
2014.0,36 years,36.0,3499.0,54.37029,North Carolina
2014.0,37 years,37.0,2737.0,42.76095,North Carolina
2014.0,38 years,38.0,2068.0,33.22355,North Carolina
2014.0,39 years,39.0,1648.0,25.41445,North Carolina
2014.0,40 years,40.0,1216.0,18.9748,North Carolina
2014.0,41 years,41.0,775.0,11.7394,North Carolina
2014.0,42 years,42.0,516.0,7.43687,North Carolina
2014.0,43 years,43.0,301.0,4.07898,North Carolina
2014.0,44 years,44.0,166.0,2.27622,North Carolina
2014.0,45 years,45.0,101.0,,North Carolina
2014.0,46 years,46.0,44.0,,North Carolina
2014.0,47 years,47.0,27.0,,North Carolina
2014.0,48 years,48.0,10.0,,North Carolina
2014.0,49 years,49.0,12.0,,North Carolina
2014.0,15 years,15.0,10.0,2.38209,North Dakota
2014.0,16 years,16.0,37.0,8.76777,North Dakota
2014.0,17 years,17.0,64.0,14.48947,North Dakota
2014.0,18 years,18.0,193.0,39.74465,North Dakota
2014.0,19 years,19.0,260.0,43.97091,North Dakota
2014.0,20 years,20.0,364.0,58.19345,North Dakota
2014.0,21 years,21.0,429.0,65.77737,North Dakota
2014.0,22 years,22.0,523.0,75.33852,North Dakota
2014.0,23 years,23.0,608.0,89.80798,North Dakota
2014.0,24 years,24.0,686.0,114.63904,North Dakota
2014.0,25 years,25.0,727.0,133.83652,North Dakota
2014.0,26 years,26.0,742.0,154.97076,North Dakota
2014.0,27 years,27.0,792.0,160.9102,North Dakota
2014.0,28 years,28.0,860.0,170.73655,North Dakota
2014.0,29 years,29.0,826.0,164.54183,North Dakota
2014.0,30 years,30.0,765.0,155.2039,North Dakota
2014.0,31 years,31.0,778.0,155.01096,North Dakota
2014.0,32 years,32.0,567.0,113.26408,North Dakota
2014.0,33 years,33.0,509.0,109.91147,North Dakota
2014.0,34 years,34.0,431.0,94.20765,North Dakota
2014.0,35 years,35.0,360.0,83.62369,North Dakota
2014.0,36 years,36.0,264.0,63.66048,North Dakota
2014.0,37 years,37.0,173.0,43.60978,North Dakota
2014.0,38 years,38.0,114.0,29.99211,North Dakota
2014.0,39 years,39.0,106.0,28.57913,North Dakota
2014.0,40 years,40.0,68.0,18.65569,North Dakota
2014.0,41 years,41.0,34.0,9.53984,North Dakota
2014.0,42 years,42.0,26.0,7.01944,North Dakota
2014.0,43 years,43.0,14.0,3.55962,North Dakota
2014.0,44 years,44.0,13.0,3.31717,North Dakota
2014.0,13 years,13.0,18.0,,Ohio
2014.0,14 years,14.0,98.0,,Ohio
2014.0,15 years,15.0,302.0,4.00669,Ohio
2014.0,16 years,16.0,752.0,9.90856,Ohio
2014.0,17 years,17.0,1352.0,17.9527,Ohio
2014.0,18 years,18.0,2551.0,34.39999,Ohio
2014.0,19 years,19.0,4516.0,59.05121,Ohio
2014.0,20 years,20.0,5619.0,73.75758,Ohio
2014.0,21 years,21.0,6249.0,81.4011,Ohio
2014.0,22 years,22.0,7050.0,88.74734,Ohio
2014.0,23 years,23.0,7349.0,92.65937,Ohio
2014.0,24 years,24.0,7781.0,97.57596,Ohio
2014.0,25 years,25.0,8001.0,103.99418,Ohio
2014.0,26 years,26.0,8107.0,108.08036,Ohio
2014.0,27 years,27.0,8428.0,115.43782,Ohio
2014.0,28 years,28.0,8827.0,120.69626,Ohio
2014.0,29 years,29.0,8842.0,119.95984,Ohio
2014.0,30 years,30.0,8498.0,120.33759,Ohio
2014.0,31 years,31.0,8039.0,111.66053,Ohio
2014.0,32 years,32.0,7422.0,102.21733,Ohio
2014.0,33 years,33.0,6511.0,89.17224,Ohio
2014.0,34 years,34.0,5590.0,74.96513,Ohio
2014.0,35 years,35.0,4606.0,65.4057,Ohio
2014.0,36 years,36.0,3528.0,51.24481,Ohio
2014.0,37 years,37.0,2843.0,41.8994,Ohio
2014.0,38 years,38.0,2102.0,31.78347,Ohio
2014.0,39 years,39.0,1545.0,22.56397,Ohio
2014.0,40 years,40.0,1095.0,16.48376,Ohio
2014.0,41 years,41.0,724.0,10.53351,Ohio
2014.0,42 years,42.0,487.0,6.64411,Ohio
2014.0,43 years,43.0,274.0,3.46906,Ohio
2014.0,44 years,44.0,172.0,2.17328,Ohio
2014.0,45 years,45.0,88.0,,Ohio
2014.0,46 years,46.0,41.0,,Ohio
2014.0,47 years,47.0,29.0,,Ohio
2014.0,48 years,48.0,10.0,,Ohio
2014.0,50 years and over,,15.0,,Ohio
2014.0,13 years,13.0,13.0,,Oklahoma
2014.0,14 years,14.0,45.0,,Oklahoma
2014.0,15 years,15.0,155.0,6.06891,Oklahoma
2014.0,16 years,16.0,349.0,13.77106,Oklahoma
2014.0,17 years,17.0,770.0,31.16526,Oklahoma
2014.0,18 years,18.0,1338.0,56.16185,Oklahoma
2014.0,19 years,19.0,2190.0,86.53048,Oklahoma
2014.0,20 years,20.0,2612.0,100.35347,Oklahoma
2014.0,21 years,21.0,2961.0,110.4892,Oklahoma
2014.0,22 years,22.0,3135.0,109.71897,Oklahoma
2014.0,23 years,23.0,3309.0,111.92288,Oklahoma
2014.0,24 years,24.0,3326.0,112.99473,Oklahoma
2014.0,25 years,25.0,3472.0,129.89637,Oklahoma
2014.0,26 years,26.0,3354.0,129.82388,Oklahoma
2014.0,27 years,27.0,3185.0,125.59644,Oklahoma
2014.0,28 years,28.0,3296.0,126.424,Oklahoma
2014.0,29 years,29.0,3200.0,120.29171,Oklahoma
2014.0,30 years,30.0,2826.0,107.82967,Oklahoma
2014.0,31 years,31.0,2742.0,100.49478,Oklahoma
2014.0,32 years,32.0,2356.0,88.7516,Oklahoma
2014.0,33 years,33.0,1949.0,75.22483,Oklahoma
2014.0,34 years,34.0,1692.0,63.96734,Oklahoma
2014.0,35 years,35.0,1346.0,54.7466,Oklahoma
2014.0,36 years,36.0,996.0,42.02,Oklahoma
2014.0,37 years,37.0,843.0,36.13373,Oklahoma
2014.0,38 years,38.0,602.0,26.74367,Oklahoma
2014.0,39 years,39.0,439.0,18.71749,Oklahoma
2014.0,40 years,40.0,337.0,15.18634,Oklahoma
2014.0,41 years,41.0,189.0,8.3139,Oklahoma
2014.0,42 years,42.0,151.0,6.50638,Oklahoma
2014.0,43 years,43.0,86.0,3.54625,Oklahoma
2014.0,44 years,44.0,44.0,1.79087,Oklahoma
2014.0,45 years,45.0,16.0,,Oklahoma
2014.0,14 years,14.0,18.0,,Oregon
2014.0,15 years,15.0,78.0,3.27415,Oregon
2014.0,16 years,16.0,181.0,7.58973,Oregon
2014.0,17 years,17.0,350.0,14.44252,Oregon
2014.0,18 years,18.0,679.0,28.68731,Oregon
2014.0,19 years,19.0,1102.0,46.59028,Oregon
2014.0,20 years,20.0,1345.0,55.53262,Oregon
2014.0,21 years,21.0,1626.0,64.48287,Oregon
2014.0,22 years,22.0,1853.0,69.31508,Oregon
2014.0,23 years,23.0,2084.0,74.77306,Oregon
2014.0,24 years,24.0,2347.0,83.59155,Oregon
2014.0,25 years,25.0,2471.0,91.60334,Oregon
2014.0,26 years,26.0,2404.0,92.89744,Oregon
2014.0,27 years,27.0,2675.0,103.78274,Oregon
2014.0,28 years,28.0,2787.0,105.8408,Oregon
2014.0,29 years,29.0,2834.0,105.69106,Oregon
2014.0,30 years,30.0,2780.0,103.87475,Oregon
2014.0,31 years,31.0,2840.0,103.33285,Oregon
2014.0,32 years,32.0,2806.0,100.83732,Oregon
2014.0,33 years,33.0,2388.0,86.05095,Oregon
2014.0,34 years,34.0,2190.0,77.78093,Oregon
2014.0,35 years,35.0,1903.0,71.97973,Oregon
2014.0,36 years,36.0,1491.0,57.12206,Oregon
2014.0,37 years,37.0,1235.0,47.78117,Oregon
2014.0,38 years,38.0,903.0,36.12867,Oregon
2014.0,39 years,39.0,743.0,29.3062,Oregon
2014.0,40 years,40.0,521.0,21.56278,Oregon
2014.0,41 years,41.0,382.0,15.75843,Oregon
2014.0,42 years,42.0,208.0,8.43779,Oregon
2014.0,43 years,43.0,139.0,5.28477,Oregon
2014.0,44 years,44.0,91.0,3.38051,Oregon
2014.0,45 years,45.0,48.0,,Oregon
2014.0,46 years,46.0,24.0,,Oregon
2014.0,47 years,47.0,11.0,,Oregon
2014.0,48 years,48.0,10.0,,Oregon
2014.0,13 years,13.0,13.0,,Pennsylvania
2014.0,14 years,14.0,79.0,,Pennsylvania
2014.0,15 years,15.0,271.0,3.54082,Pennsylvania
2014.0,16 years,16.0,666.0,8.63164,Pennsylvania
2014.0,17 years,17.0,1157.0,14.71954,Pennsylvania
2014.0,18 years,18.0,2199.0,25.67905,Pennsylvania
2014.0,19 years,19.0,3599.0,39.37421,Pennsylvania
2014.0,20 years,20.0,4512.0,50.80738,Pennsylvania
2014.0,21 years,21.0,5114.0,58.64813,Pennsylvania
2014.0,22 years,22.0,6103.0,72.37817,Pennsylvania
2014.0,23 years,23.0,6502.0,79.48169,Pennsylvania
2014.0,24 years,24.0,7058.0,82.59801,Pennsylvania
2014.0,25 years,25.0,7366.0,86.47468,Pennsylvania
2014.0,26 years,26.0,7867.0,91.96544,Pennsylvania
2014.0,27 years,27.0,8350.0,99.75867,Pennsylvania
2014.0,28 years,28.0,8999.0,109.49287,Pennsylvania
2014.0,29 years,29.0,9247.0,113.70287,Pennsylvania
2014.0,30 years,30.0,9339.0,119.87831,Pennsylvania
2014.0,31 years,31.0,9043.0,113.94048,Pennsylvania
2014.0,32 years,32.0,8602.0,109.13197,Pennsylvania
2014.0,33 years,33.0,7548.0,96.72955,Pennsylvania
2014.0,34 years,34.0,6697.0,84.94958,Pennsylvania
2014.0,35 years,35.0,5535.0,73.69977,Pennsylvania
2014.0,36 years,36.0,4429.0,60.11048,Pennsylvania
2014.0,37 years,37.0,3391.0,46.90958,Pennsylvania
2014.0,38 years,38.0,2591.0,36.87574,Pennsylvania
2014.0,39 years,39.0,2042.0,28.24343,Pennsylvania
2014.0,40 years,40.0,1417.0,19.83233,Pennsylvania
2014.0,41 years,41.0,974.0,13.19944,Pennsylvania
2014.0,42 years,42.0,654.0,8.28624,Pennsylvania
2014.0,43 years,43.0,401.0,4.70216,Pennsylvania
2014.0,44 years,44.0,206.0,2.39118,Pennsylvania
2014.0,45 years,45.0,145.0,,Pennsylvania
2014.0,46 years,46.0,62.0,,Pennsylvania
2014.0,47 years,47.0,26.0,,Pennsylvania
2014.0,48 years,48.0,21.0,,Pennsylvania
2014.0,49 years,49.0,13.0,,Pennsylvania
2014.0,50 years and over,,27.0,,Pennsylvania
2014.0,15 years,15.0,19.0,3.07096,Rhode Island
2014.0,16 years,16.0,44.0,6.95652,Rhode Island
2014.0,17 years,17.0,82.0,12.65042,Rhode Island
2014.0,18 years,18.0,165.0,19.14153,Rhode Island
2014.0,19 years,19.0,280.0,28.83625,Rhode Island
2014.0,20 years,20.0,305.0,32.89119,Rhode Island
2014.0,21 years,21.0,392.0,45.25514,Rhode Island
2014.0,22 years,22.0,413.0,53.72008,Rhode Island
2014.0,23 years,23.0,467.0,64.53842,Rhode Island
2014.0,24 years,24.0,480.0,63.54249,Rhode Island
2014.0,25 years,25.0,515.0,67.97782,Rhode Island
2014.0,26 years,26.0,588.0,76.6024,Rhode Island
2014.0,27 years,27.0,648.0,92.30769,Rhode Island
2014.0,28 years,28.0,582.0,85.9802,Rhode Island
2014.0,29 years,29.0,674.0,99.42469,Rhode Island
2014.0,30 years,30.0,695.0,105.28708,Rhode Island
2014.0,31 years,31.0,757.0,116.58709,Rhode Island
2014.0,32 years,32.0,656.0,98.66145,Rhode Island
2014.0,33 years,33.0,621.0,96.38367,Rhode Island
2014.0,34 years,34.0,546.0,83.07973,Rhode Island
2014.0,35 years,35.0,510.0,80.78568,Rhode Island
2014.0,36 years,36.0,367.0,59.5103,Rhode Island
2014.0,37 years,37.0,311.0,51.93721,Rhode Island
2014.0,38 years,38.0,198.0,34.00309,Rhode Island
2014.0,39 years,39.0,164.0,26.52863,Rhode Island
2014.0,40 years,40.0,125.0,20.81945,Rhode Island
2014.0,41 years,41.0,81.0,13.10044,Rhode Island
2014.0,42 years,42.0,56.0,8.63265,Rhode Island
2014.0,43 years,43.0,40.0,5.58815,Rhode Island
2014.0,44 years,44.0,17.0,2.26939,Rhode Island
2014.0,45 years,45.0,12.0,,Rhode Island
2014.0,14 years,14.0,44.0,,South Carolina
2014.0,15 years,15.0,126.0,4.19678,South Carolina
2014.0,16 years,16.0,311.0,10.52667,South Carolina
2014.0,17 years,17.0,749.0,25.61209,South Carolina
2014.0,18 years,18.0,1209.0,40.08488,South Carolina
2014.0,19 years,19.0,1902.0,59.51934,South Carolina
2014.0,20 years,20.0,2569.0,79.3342,South Carolina
2014.0,21 years,21.0,2884.0,87.64093,South Carolina
2014.0,22 years,22.0,3156.0,92.9055,South Carolina
2014.0,23 years,23.0,3330.0,92.95444,South Carolina
2014.0,24 years,24.0,3475.0,95.89117,South Carolina
2014.0,25 years,25.0,3462.0,98.67746,South Carolina
2014.0,26 years,26.0,3388.0,101.70204,South Carolina
2014.0,27 years,27.0,3485.0,111.23524,South Carolina
2014.0,28 years,28.0,3366.0,109.68814,South Carolina
2014.0,29 years,29.0,3417.0,110.42172,South Carolina
2014.0,30 years,30.0,3178.0,103.78159,South Carolina
2014.0,31 years,31.0,3031.0,96.86182,South Carolina
2014.0,32 years,32.0,2869.0,91.60866,South Carolina
2014.0,33 years,33.0,2515.0,80.354,South Carolina
2014.0,34 years,34.0,2195.0,69.55668,South Carolina
2014.0,35 years,35.0,1724.0,57.35769,South Carolina
2014.0,36 years,36.0,1431.0,48.15426,South Carolina
2014.0,37 years,37.0,1066.0,36.28072,South Carolina
2014.0,38 years,38.0,840.0,29.74294,South Carolina
2014.0,39 years,39.0,640.0,21.86539,South Carolina
2014.0,40 years,40.0,432.0,14.81481,South Carolina
2014.0,41 years,41.0,347.0,11.48969,South Carolina
2014.0,42 years,42.0,193.0,6.1465,South Carolina
2014.0,43 years,43.0,127.0,3.81358,South Carolina
2014.0,44 years,44.0,81.0,2.44831,South Carolina
2014.0,45 years,45.0,52.0,,South Carolina
2014.0,46 years,46.0,13.0,,South Carolina
2014.0,15 years,15.0,26.0,4.84262,South Dakota
2014.0,16 years,16.0,65.0,11.80316,South Dakota
2014.0,17 years,17.0,125.0,22.69838,South Dakota
2014.0,18 years,18.0,209.0,37.88291,South Dakota
2014.0,19 years,19.0,310.0,50.67844,South Dakota
2014.0,20 years,20.0,421.0,69.7713,South Dakota
2014.0,21 years,21.0,502.0,81.25607,South Dakota
2014.0,22 years,22.0,561.0,89.21756,South Dakota
2014.0,23 years,23.0,609.0,107.78761,South Dakota
2014.0,24 years,24.0,685.0,127.70321,South Dakota
2014.0,25 years,25.0,724.0,138.35276,South Dakota
2014.0,26 years,26.0,787.0,147.1028,South Dakota
2014.0,27 years,27.0,896.0,164.70588,South Dakota
2014.0,28 years,28.0,887.0,169.95593,South Dakota
2014.0,29 years,29.0,868.0,158.97436,South Dakota
2014.0,30 years,30.0,809.0,147.41254,South Dakota
2014.0,31 years,31.0,742.0,136.72379,South Dakota
2014.0,32 years,32.0,646.0,118.96869,South Dakota
2014.0,33 years,33.0,581.0,109.2927,South Dakota
2014.0,34 years,34.0,473.0,85.96874,South Dakota
2014.0,35 years,35.0,376.0,75.12488,South Dakota
2014.0,36 years,36.0,294.0,59.36995,South Dakota
2014.0,37 years,37.0,229.0,48.54781,South Dakota
2014.0,38 years,38.0,142.0,31.42288,South Dakota
2014.0,39 years,39.0,108.0,24.16648,South Dakota
2014.0,40 years,40.0,72.0,16.65895,South Dakota
2014.0,41 years,41.0,49.0,11.15411,South Dakota
2014.0,42 years,42.0,33.0,7.23208,South Dakota
2014.0,43 years,43.0,22.0,4.60637,South Dakota
2014.0,44 years,44.0,17.0,3.55351,South Dakota
2014.0,14 years,14.0,68.0,,Tennessee
2014.0,15 years,15.0,216.0,5.19343,Tennessee
2014.0,16 years,16.0,500.0,12.04094,Tennessee
2014.0,17 years,17.0,979.0,23.82343,Tennessee
2014.0,18 years,18.0,1845.0,46.09734,Tennessee
2014.0,19 years,19.0,3216.0,78.98809,Tennessee
2014.0,20 years,20.0,3777.0,88.04606,Tennessee
2014.0,21 years,21.0,4283.0,97.72515,Tennessee
2014.0,22 years,22.0,4611.0,98.31766,Tennessee
2014.0,23 years,23.0,4879.0,98.78918,Tennessee
2014.0,24 years,24.0,4925.0,102.2463,Tennessee
2014.0,25 years,25.0,4948.0,107.96657,Tennessee
2014.0,26 years,26.0,4791.0,109.63136,Tennessee
2014.0,27 years,27.0,4835.0,113.50298,Tennessee
2014.0,28 years,28.0,4946.0,115.6932,Tennessee
2014.0,29 years,29.0,4621.0,106.94531,Tennessee
2014.0,30 years,30.0,4437.0,105.9228,Tennessee
2014.0,31 years,31.0,4357.0,100.55621,Tennessee
2014.0,32 years,32.0,3807.0,87.94991,Tennessee
2014.0,33 years,33.0,3349.0,77.30662,Tennessee
2014.0,34 years,34.0,2961.0,67.3475,Tennessee
2014.0,35 years,35.0,2345.0,55.72984,Tennessee
2014.0,36 years,36.0,1890.0,45.42068,Tennessee
2014.0,37 years,37.0,1422.0,34.67954,Tennessee
2014.0,38 years,38.0,1065.0,26.91093,Tennessee
2014.0,39 years,39.0,863.0,20.85448,Tennessee
2014.0,40 years,40.0,569.0,13.96799,Tennessee
2014.0,41 years,41.0,448.0,10.69749,Tennessee
2014.0,42 years,42.0,253.0,5.73996,Tennessee
2014.0,43 years,43.0,187.0,4.00214,Tennessee
2014.0,44 years,44.0,105.0,2.25317,Tennessee
2014.0,45 years,45.0,54.0,,Tennessee
2014.0,46 years,46.0,22.0,,Tennessee
2014.0,10-12 years,,15.0,,Texas
2014.0,13 years,13.0,70.0,,Texas
2014.0,14 years,14.0,385.0,,Texas
2014.0,15 years,15.0,1371.0,7.18998,Texas
2014.0,16 years,16.0,3304.0,17.58326,Texas
2014.0,17 years,17.0,5969.0,31.74544,Texas
2014.0,18 years,18.0,9989.0,55.44393,Texas
2014.0,19 years,19.0,14430.0,80.03816,Texas
2014.0,20 years,20.0,17517.0,95.65232,Texas
2014.0,21 years,21.0,18959.0,101.99207,Texas
2014.0,22 years,22.0,20621.0,104.92919,Texas
2014.0,23 years,23.0,20989.0,104.1338,Texas
2014.0,24 years,24.0,21647.0,107.55472,Texas
2014.0,25 years,25.0,21830.0,112.15174,Texas
2014.0,26 years,26.0,22197.0,115.993,Texas
2014.0,27 years,27.0,22718.0,119.02966,Texas
2014.0,28 years,28.0,23096.0,119.5408,Texas
2014.0,29 years,29.0,23233.0,119.49472,Texas
2014.0,30 years,30.0,22597.0,118.64683,Texas
2014.0,31 years,31.0,21457.0,110.34884,Texas
2014.0,32 years,32.0,19967.0,102.47265,Texas
2014.0,33 years,33.0,17580.0,90.34844,Texas
2014.0,34 years,34.0,15745.0,80.41122,Texas
2014.0,35 years,35.0,12949.0,70.31729,Texas
2014.0,36 years,36.0,10635.0,58.69691,Texas
2014.0,37 years,37.0,8789.0,48.63298,Texas
2014.0,38 years,38.0,6511.0,36.54211,Texas
2014.0,39 years,39.0,5109.0,28.18028,Texas
2014.0,40 years,40.0,3745.0,21.02964,Texas
2014.0,41 years,41.0,2531.0,14.12515,Texas
2014.0,42 years,42.0,1628.0,8.82959,Texas
2014.0,43 years,43.0,1001.0,5.27625,Texas
2014.0,44 years,44.0,566.0,3.01531,Texas
2014.0,45 years,45.0,259.0,,Texas
2014.0,46 years,46.0,127.0,,Texas
2014.0,47 years,47.0,94.0,,Texas
2014.0,48 years,48.0,47.0,,Texas
2014.0,49 years,49.0,24.0,,Texas
2014.0,50 years and over,,65.0,,Texas
2014.0,14 years,14.0,15.0,,Utah
2014.0,15 years,15.0,50.0,2.15295,Utah
2014.0,16 years,16.0,148.0,6.51466,Utah
2014.0,17 years,17.0,340.0,15.18467,Utah
2014.0,18 years,18.0,621.0,29.09619,Utah
2014.0,19 years,19.0,1004.0,46.5742,Utah
2014.0,20 years,20.0,1335.0,56.7409,Utah
2014.0,21 years,21.0,1824.0,77.82898,Utah
2014.0,22 years,22.0,2315.0,94.44354,Utah
2014.0,23 years,23.0,2685.0,101.21381,Utah
2014.0,24 years,24.0,3150.0,132.42527,Utah
2014.0,25 years,25.0,3351.0,152.16602,Utah
2014.0,26 years,26.0,3358.0,161.87033,Utah
2014.0,27 years,27.0,3486.0,169.71762,Utah
2014.0,28 years,28.0,3563.0,170.12032,Utah
2014.0,29 years,29.0,3461.0,160.84209,Utah
2014.0,30 years,30.0,3209.0,150.50183,Utah
2014.0,31 years,31.0,3102.0,139.72973,Utah
2014.0,32 years,32.0,2820.0,125.62926,Utah
2014.0,33 years,33.0,2417.0,107.10329,Utah
2014.0,34 years,34.0,2164.0,94.87483,Utah
2014.0,35 years,35.0,1768.0,80.88572,Utah
2014.0,36 years,36.0,1417.0,65.9837,Utah
2014.0,37 years,37.0,1079.0,51.10595,Utah
2014.0,38 years,38.0,804.0,40.9974,Utah
2014.0,39 years,39.0,642.0,33.90905,Utah
2014.0,40 years,40.0,403.0,22.7478,Utah
2014.0,41 years,41.0,252.0,14.57153,Utah
2014.0,42 years,42.0,157.0,9.1829,Utah
2014.0,43 years,43.0,90.0,5.19421,Utah
2014.0,44 years,44.0,53.0,3.14989,Utah
2014.0,45 years,45.0,33.0,,Utah
2014.0,46 years,46.0,19.0,,Utah
2014.0,16 years,16.0,19.0,5.09383,Vermont
2014.0,17 years,17.0,34.0,8.83806,Vermont
2014.0,18 years,18.0,87.0,18.4244,Vermont
2014.0,19 years,19.0,158.0,28.00425,Vermont
2014.0,20 years,20.0,180.0,33.36423,Vermont
2014.0,21 years,21.0,196.0,37.91103,Vermont
2014.0,22 years,22.0,264.0,56.92109,Vermont
2014.0,23 years,23.0,295.0,79.51482,Vermont
2014.0,24 years,24.0,279.0,80.28777,Vermont
2014.0,25 years,25.0,345.0,102.70914,Vermont
2014.0,26 years,26.0,311.0,86.96868,Vermont
2014.0,27 years,27.0,339.0,97.19037,Vermont
2014.0,28 years,28.0,366.0,105.44512,Vermont
2014.0,29 years,29.0,374.0,102.77549,Vermont
2014.0,30 years,30.0,393.0,110.26936,Vermont
2014.0,31 years,31.0,389.0,105.87915,Vermont
2014.0,32 years,32.0,369.0,102.04646,Vermont
2014.0,33 years,33.0,347.0,94.75696,Vermont
2014.0,34 years,34.0,335.0,89.95704,Vermont
2014.0,35 years,35.0,245.0,68.53147,Vermont
2014.0,36 years,36.0,222.0,62.99659,Vermont
2014.0,37 years,37.0,149.0,43.20093,Vermont
2014.0,38 years,38.0,137.0,41.67934,Vermont
2014.0,39 years,39.0,90.0,25.50298,Vermont
2014.0,40 years,40.0,68.0,19.71586,Vermont
2014.0,41 years,41.0,46.0,13.57733,Vermont
2014.0,42 years,42.0,39.0,10.56338,Vermont
2014.0,43 years,43.0,14.0,3.38819,Vermont
2014.0,44 years,44.0,12.0,2.82819,Vermont
2014.0,14 years,14.0,50.0,,Virginia
2014.0,15 years,15.0,144.0,2.84108,Virginia
2014.0,16 years,16.0,341.0,6.71511,Virginia
2014.0,17 years,17.0,693.0,13.50088,Virginia
2014.0,18 years,18.0,1322.0,24.48375,Virginia
2014.0,19 years,19.0,2359.0,41.45579,Virginia
2014.0,20 years,20.0,3204.0,55.77315,Virginia
2014.0,21 years,21.0,3611.0,61.92338,Virginia
2014.0,22 years,22.0,4078.0,69.61539,Virginia
2014.0,23 years,23.0,4486.0,76.40817,Virginia
2014.0,24 years,24.0,4812.0,81.18368,Virginia
2014.0,25 years,25.0,5104.0,87.6148,Virginia
2014.0,26 years,26.0,5555.0,96.68436,Virginia
2014.0,27 years,27.0,5798.0,100.52708,Virginia
2014.0,28 years,28.0,6242.0,107.31724,Virginia
2014.0,29 years,29.0,6542.0,111.92089,Virginia
2014.0,30 years,30.0,6487.0,113.82898,Virginia
2014.0,31 years,31.0,6609.0,113.59574,Virginia
2014.0,32 years,32.0,6382.0,109.14999,Virginia
2014.0,33 years,33.0,5709.0,99.1077,Virginia
2014.0,34 years,34.0,5278.0,90.5131,Virginia
2014.0,35 years,35.0,4416.0,79.54607,Virginia
2014.0,36 years,36.0,3713.0,68.7669,Virginia
