Year,Age of Mother Year,Age of Mother Year Code,Births,Fertility Rate,State
2009.0,22 years,22.0,4114.0,122.6778,Louisiana
2009.0,23 years,23.0,4203.0,126.44785,Louisiana
2009.0,24 years,24.0,4115.0,120.93338,Louisiana
2009.0,25 years,25.0,4028.0,119.98808,Louisiana
2009.0,26 years,26.0,4115.0,126.71286,Louisiana
2009.0,27 years,27.0,3893.0,115.45762,Louisiana
2009.0,28 years,28.0,3656.0,111.34121,Louisiana
2009.0,29 years,29.0,3353.0,102.42546,Louisiana
2009.0,30 years,30.0,2958.0,99.62279,Louisiana
2009.0,31 years,31.0,2608.0,93.32618,Louisiana
2009.0,32 years,32.0,2279.0,79.07703,Louisiana
2009.0,33 years,33.0,1886.0,69.89327,Louisiana
2009.0,34 years,34.0,1610.0,57.218,Louisiana
2009.0,35 years,35.0,1307.0,50.62948,Louisiana
2009.0,36 years,36.0,1084.0,40.56279,Louisiana
2009.0,37 years,37.0,932.0,33.21217,Louisiana
2009.0,38 years,38.0,740.0,24.83388,Louisiana
2009.0,39 years,39.0,520.0,17.53558,Louisiana
2009.0,40 years,40.0,398.0,14.12851,Louisiana
2009.0,41 years,41.0,239.0,8.31883,Louisiana
2009.0,42 years,42.0,188.0,6.50947,Louisiana
2009.0,43 years,43.0,96.0,3.21533,Louisiana
2009.0,44 years,44.0,63.0,1.98625,Louisiana
2009.0,45 years,45.0,28.0,,Louisiana
2009.0,46 years,46.0,12.0,,Louisiana
2009.0,15 years,15.0,22.0,2.73292,Maine
2009.0,16 years,16.0,65.0,7.41417,Maine
2009.0,17 years,17.0,164.0,18.31788,Maine
2009.0,18 years,18.0,311.0,34.73308,Maine
2009.0,19 years,19.0,485.0,54.18389,Maine
2009.0,20 years,20.0,648.0,77.44711,Maine
2009.0,21 years,21.0,651.0,79.90671,Maine
2009.0,22 years,22.0,663.0,86.72335,Maine
2009.0,23 years,23.0,746.0,98.6642,Maine
2009.0,24 years,24.0,722.0,96.89975,Maine
2009.0,25 years,25.0,800.0,111.11111,Maine
2009.0,26 years,26.0,743.0,102.73783,Maine
2009.0,27 years,27.0,861.0,113.11088,Maine
2009.0,28 years,28.0,790.0,108.89042,Maine
2009.0,29 years,29.0,798.0,111.8587,Maine
2009.0,30 years,30.0,755.0,100.07953,Maine
2009.0,31 years,31.0,695.0,95.84885,Maine
2009.0,32 years,32.0,620.0,87.49647,Maine
2009.0,33 years,33.0,557.0,76.94433,Maine
2009.0,34 years,34.0,507.0,70.96865,Maine
2009.0,35 years,35.0,428.0,56.7564,Maine
2009.0,36 years,36.0,334.0,42.50986,Maine
2009.0,37 years,37.0,321.0,38.37877,Maine
2009.0,38 years,38.0,271.0,29.93483,Maine
2009.0,39 years,39.0,171.0,18.4765,Maine
2009.0,40 years,40.0,121.0,13.90006,Maine
2009.0,41 years,41.0,87.0,9.26518,Maine
2009.0,42 years,42.0,68.0,7.15865,Maine
2009.0,43 years,43.0,23.0,2.39135,Maine
2009.0,44 years,44.0,18.0,1.75012,Maine
2009.0,13 years,13.0,10.0,,Maryland
2009.0,14 years,14.0,69.0,,Maryland
2009.0,15 years,15.0,271.0,7.02746,Maryland
2009.0,16 years,16.0,575.0,14.375,Maryland
2009.0,17 years,17.0,1035.0,25.3304,Maryland
2009.0,18 years,18.0,1712.0,42.12391,Maryland
2009.0,19 years,19.0,2547.0,64.01588,Maryland
2009.0,20 years,20.0,2948.0,78.01625,Maryland
2009.0,21 years,21.0,2972.0,79.74242,Maryland
2009.0,22 years,22.0,3099.0,82.80561,Maryland
2009.0,23 years,23.0,3200.0,83.03493,Maryland
2009.0,24 years,24.0,3451.0,87.58883,Maryland
2009.0,25 years,25.0,3543.0,91.37802,Maryland
2009.0,26 years,26.0,3781.0,93.8423,Maryland
2009.0,27 years,27.0,4094.0,108.21527,Maryland
2009.0,28 years,28.0,4284.0,104.03866,Maryland
2009.0,29 years,29.0,4477.0,112.26742,Maryland
2009.0,30 years,30.0,4418.0,117.39697,Maryland
2009.0,31 years,31.0,4189.0,110.94338,Maryland
2009.0,32 years,32.0,3964.0,108.89512,Maryland
2009.0,33 years,33.0,3527.0,96.76534,Maryland
2009.0,34 years,34.0,3306.0,90.73942,Maryland
2009.0,35 years,35.0,2818.0,78.68431,Maryland
2009.0,36 years,36.0,2478.0,66.66308,Maryland
2009.0,37 years,37.0,2239.0,55.58038,Maryland
2009.0,38 years,38.0,1788.0,41.88335,Maryland
2009.0,39 years,39.0,1429.0,32.64644,Maryland
2009.0,40 years,40.0,1022.0,24.32291,Maryland
2009.0,41 years,41.0,654.0,15.40709,Maryland
2009.0,42 years,42.0,472.0,10.90724,Maryland
2009.0,43 years,43.0,282.0,6.2865,Maryland
2009.0,44 years,44.0,179.0,3.79631,Maryland
2009.0,45 years,45.0,84.0,,Maryland
2009.0,46 years,46.0,57.0,,Maryland
2009.0,47 years,47.0,28.0,,Maryland
2009.0,48 years,48.0,17.0,,Maryland
2009.0,49 years,49.0,17.0,,Maryland
2009.0,50 years and over,,19.0,,Maryland
2009.0,14 years,14.0,43.0,,Massachusetts
2009.0,15 years,15.0,161.0,3.89303,Massachusetts
2009.0,16 years,16.0,393.0,9.15785,Massachusetts
2009.0,17 years,17.0,766.0,17.76067,Massachusetts
2009.0,18 years,18.0,1283.0,25.8284,Massachusetts
2009.0,19 years,19.0,1879.0,35.63099,Massachusetts
2009.0,20 years,20.0,2177.0,44.27136,Massachusetts
2009.0,21 years,21.0,2215.0,45.79758,Massachusetts
2009.0,22 years,22.0,2400.0,51.15744,Massachusetts
2009.0,23 years,23.0,2516.0,54.4153,Massachusetts
2009.0,24 years,24.0,2752.0,60.31384,Massachusetts
2009.0,25 years,25.0,2909.0,64.68901,Massachusetts
2009.0,26 years,26.0,3183.0,70.2246,Massachusetts
2009.0,27 years,27.0,3712.0,86.10531,Massachusetts
2009.0,28 years,28.0,4136.0,94.03633,Massachusetts
2009.0,29 years,29.0,4547.0,104.72615,Massachusetts
2009.0,30 years,30.0,4946.0,116.0243,Massachusetts
2009.0,31 years,31.0,4943.0,121.14008,Massachusetts
2009.0,32 years,32.0,4667.0,113.85982,Massachusetts
2009.0,33 years,33.0,4426.0,113.30415,Massachusetts
2009.0,34 years,34.0,4173.0,103.99741,Massachusetts
2009.0,35 years,35.0,3687.0,93.25914,Massachusetts
2009.0,36 years,36.0,3197.0,76.97308,Massachusetts
2009.0,37 years,37.0,2661.0,61.99618,Massachusetts
2009.0,38 years,38.0,2191.0,46.25193,Massachusetts
2009.0,39 years,39.0,1782.0,36.42384,Massachusetts
2009.0,40 years,40.0,1242.0,26.98006,Massachusetts
2009.0,41 years,41.0,837.0,17.6821,Massachusetts
2009.0,42 years,42.0,515.0,10.77271,Massachusetts
2009.0,43 years,43.0,304.0,6.10626,Massachusetts
2009.0,44 years,44.0,150.0,2.88268,Massachusetts
2009.0,45 years,45.0,93.0,,Massachusetts
2009.0,46 years,46.0,43.0,,Massachusetts
2009.0,47 years,47.0,21.0,,Massachusetts
2009.0,48 years,48.0,21.0,,Massachusetts
2009.0,49 years,49.0,17.0,,Massachusetts
2009.0,50 years and over,,20.0,,Massachusetts
2009.0,13 years,13.0,25.0,,Michigan
2009.0,14 years,14.0,102.0,,Michigan
2009.0,15 years,15.0,391.0,5.60164,Michigan
2009.0,16 years,16.0,994.0,13.94912,Michigan
2009.0,17 years,17.0,1982.0,26.85964,Michigan
2009.0,18 years,18.0,3363.0,44.49943,Michigan
2009.0,19 years,19.0,4979.0,65.45373,Michigan
2009.0,20 years,20.0,5344.0,76.2949,Michigan
2009.0,21 years,21.0,5423.0,78.36818,Michigan
2009.0,22 years,22.0,5680.0,87.85634,Michigan
2009.0,23 years,23.0,5882.0,94.71362,Michigan
2009.0,24 years,24.0,6118.0,99.4732,Michigan
2009.0,25 years,25.0,6353.0,109.62899,Michigan
2009.0,26 years,26.0,6661.0,113.70581,Michigan
2009.0,27 years,27.0,7058.0,118.87959,Michigan
2009.0,28 years,28.0,7251.0,118.16567,Michigan
2009.0,29 years,29.0,7201.0,119.38393,Michigan
2009.0,30 years,30.0,6790.0,116.46056,Michigan
2009.0,31 years,31.0,6296.0,109.92388,Michigan
2009.0,32 years,32.0,5607.0,99.08461,Michigan
2009.0,33 years,33.0,4772.0,85.06087,Michigan
2009.0,34 years,34.0,4092.0,68.74307,Michigan
2009.0,35 years,35.0,3475.0,60.86241,Michigan
2009.0,36 years,36.0,2792.0,46.41112,Michigan
2009.0,37 years,37.0,2342.0,36.56633,Michigan
2009.0,38 years,38.0,2028.0,29.38832,Michigan
2009.0,39 years,39.0,1505.0,21.63227,Michigan
2009.0,40 years,40.0,1042.0,15.77187,Michigan
2009.0,41 years,41.0,722.0,11.03655,Michigan
2009.0,42 years,42.0,410.0,6.10564,Michigan
2009.0,43 years,43.0,293.0,4.27107,Michigan
2009.0,44 years,44.0,158.0,2.18685,Michigan
2009.0,45 years,45.0,78.0,,Michigan
2009.0,46 years,46.0,38.0,,Michigan
2009.0,47 years,47.0,13.0,,Michigan
2009.0,50 years and over,,15.0,,Michigan
2009.0,14 years,14.0,34.0,,Minnesota
2009.0,15 years,15.0,141.0,3.98013,Minnesota
2009.0,16 years,16.0,335.0,9.24954,Minnesota
2009.0,17 years,17.0,729.0,19.74433,Minnesota
2009.0,18 years,18.0,1242.0,33.85211,Minnesota
2009.0,19 years,19.0,1937.0,53.12089,Minnesota
2009.0,20 years,20.0,2301.0,65.49212,Minnesota
2009.0,21 years,21.0,2447.0,70.26965,Minnesota
2009.0,22 years,22.0,2738.0,78.95496,Minnesota
2009.0,23 years,23.0,3116.0,88.17953,Minnesota
2009.0,24 years,24.0,3523.0,96.66886,Minnesota
2009.0,25 years,25.0,3816.0,105.75031,Minnesota
2009.0,26 years,26.0,4353.0,119.28315,Minnesota
2009.0,27 years,27.0,4700.0,119.05667,Minnesota
2009.0,28 years,28.0,4990.0,144.86443,Minnesota
2009.0,29 years,29.0,5113.0,139.3188,Minnesota
2009.0,30 years,30.0,4706.0,133.54143,Minnesota
2009.0,31 years,31.0,4361.0,131.42668,Minnesota
2009.0,32 years,32.0,3800.0,113.23678,Minnesota
2009.0,33 years,33.0,3227.0,100.89735,Minnesota
2009.0,34 years,34.0,2852.0,90.17897,Minnesota
2009.0,35 years,35.0,2379.0,77.44897,Minnesota
2009.0,36 years,36.0,1908.0,61.46709,Minnesota
2009.0,37 years,37.0,1585.0,48.99082,Minnesota
2009.0,38 years,38.0,1312.0,36.82704,Minnesota
2009.0,39 years,39.0,1064.0,29.74976,Minnesota
2009.0,40 years,40.0,712.0,20.315,Minnesota
2009.0,41 years,41.0,492.0,14.47485,Minnesota
2009.0,42 years,42.0,315.0,9.04964,Minnesota
2009.0,43 years,43.0,172.0,4.78456,Minnesota
2009.0,44 years,44.0,112.0,2.92451,Minnesota
2009.0,45 years,45.0,52.0,,Minnesota
2009.0,46 years,46.0,33.0,,Minnesota
2009.0,47 years,47.0,10.0,,Minnesota
2009.0,50 years and over,,19.0,,Minnesota
2009.0,13 years,13.0,27.0,,Mississippi
2009.0,14 years,14.0,111.0,,Mississippi
2009.0,15 years,15.0,297.0,13.88175,Mississippi
2009.0,16 years,16.0,680.0,31.20841,Mississippi
2009.0,17 years,17.0,1267.0,58.1086,Mississippi
2009.0,18 years,18.0,2036.0,90.62583,Mississippi
2009.0,19 years,19.0,2665.0,109.96946,Mississippi
2009.0,20 years,20.0,2897.0,129.79972,Mississippi
2009.0,21 years,21.0,2900.0,136.41281,Mississippi
2009.0,22 years,22.0,2821.0,138.30465,Mississippi
2009.0,23 years,23.0,2750.0,132.47904,Mississippi
2009.0,24 years,24.0,2684.0,134.01907,Mississippi
2009.0,25 years,25.0,2658.0,130.94241,Mississippi
2009.0,26 years,26.0,2505.0,126.77767,Mississippi
2009.0,27 years,27.0,2392.0,114.54841,Mississippi
2009.0,28 years,28.0,2181.0,106.45256,Mississippi
2009.0,29 years,29.0,2061.0,101.06409,Mississippi
2009.0,30 years,30.0,1843.0,97.96938,Mississippi
2009.0,31 years,31.0,1503.0,79.47335,Mississippi
2009.0,32 years,32.0,1321.0,70.61905,Mississippi
2009.0,33 years,33.0,1114.0,61.22898,Mississippi
2009.0,34 years,34.0,956.0,50.04188,Mississippi
2009.0,35 years,35.0,816.0,46.0159,Mississippi
2009.0,36 years,36.0,624.0,32.60358,Mississippi
2009.0,37 years,37.0,540.0,27.70936,Mississippi
2009.0,38 years,38.0,398.0,19.57602,Mississippi
2009.0,39 years,39.0,304.0,14.87571,Mississippi
2009.0,40 years,40.0,216.0,11.24122,Mississippi
2009.0,41 years,41.0,140.0,7.46348,Mississippi
2009.0,42 years,42.0,82.0,4.37543,Mississippi
2009.0,43 years,43.0,41.0,2.10851,Mississippi
2009.0,44 years,44.0,35.0,1.6918,Mississippi
2009.0,45 years,45.0,18.0,,Mississippi
2009.0,13 years,13.0,12.0,,Missouri
2009.0,14 years,14.0,62.0,,Missouri
2009.0,15 years,15.0,222.0,5.5621,Missouri
2009.0,16 years,16.0,685.0,16.68209,Missouri
2009.0,17 years,17.0,1464.0,35.26861,Missouri
2009.0,18 years,18.0,2503.0,58.00561,Missouri
2009.0,19 years,19.0,3625.0,82.68327,Missouri
2009.0,20 years,20.0,4189.0,100.86684,Missouri
2009.0,21 years,21.0,4203.0,102.0765,Missouri
2009.0,22 years,22.0,4506.0,112.49251,Missouri
2009.0,23 years,23.0,4506.0,110.1954,Missouri
2009.0,24 years,24.0,4551.0,112.94486,Missouri
2009.0,25 years,25.0,4654.0,114.92777,Missouri
2009.0,26 years,26.0,4717.0,120.36234,Missouri
2009.0,27 years,27.0,4939.0,116.9991,Missouri
2009.0,28 years,28.0,4761.0,115.05558,Missouri
2009.0,29 years,29.0,4742.0,120.36755,Missouri
2009.0,30 years,30.0,4175.0,109.00783,Missouri
2009.0,31 years,31.0,3840.0,108.28492,Missouri
2009.0,32 years,32.0,3228.0,85.80314,Missouri
2009.0,33 years,33.0,2767.0,80.82608,Missouri
2009.0,34 years,34.0,2345.0,64.97285,Missouri
2009.0,35 years,35.0,2040.0,58.61901,Missouri
2009.0,36 years,36.0,1561.0,44.04628,Missouri
2009.0,37 years,37.0,1306.0,34.65294,Missouri
2009.0,38 years,38.0,1129.0,28.18976,Missouri
2009.0,39 years,39.0,797.0,19.8392,Missouri
2009.0,40 years,40.0,545.0,14.5438,Missouri
2009.0,41 years,41.0,336.0,9.05782,Missouri
2009.0,42 years,42.0,213.0,5.63343,Missouri
2009.0,43 years,43.0,135.0,3.44652,Missouri
2009.0,44 years,44.0,70.0,1.6497,Missouri
2009.0,45 years,45.0,34.0,,Missouri
2009.0,46 years,46.0,23.0,,Missouri
2009.0,47 years,47.0,11.0,,Missouri
2009.0,15 years,15.0,38.0,6.22951,Montana
2009.0,16 years,16.0,89.0,13.33333,Montana
2009.0,17 years,17.0,231.0,34.95234,Montana
2009.0,18 years,18.0,359.0,53.9282,Montana
2009.0,19 years,19.0,547.0,79.40195,Montana
2009.0,20 years,20.0,592.0,93.00864,Montana
2009.0,21 years,21.0,591.0,89.43705,Montana
2009.0,22 years,22.0,669.0,104.69484,Montana
2009.0,23 years,23.0,668.0,103.30962,Montana
2009.0,24 years,24.0,785.0,120.26965,Montana
2009.0,25 years,25.0,772.0,124.71729,Montana
2009.0,26 years,26.0,775.0,126.13932,Montana
2009.0,27 years,27.0,741.0,107.17385,Montana
2009.0,28 years,28.0,751.0,140.97991,Montana
2009.0,29 years,29.0,725.0,124.22892,Montana
2009.0,30 years,30.0,633.0,105.95916,Montana
2009.0,31 years,31.0,582.0,108.31937,Montana
2009.0,32 years,32.0,524.0,95.15163,Montana
2009.0,33 years,33.0,462.0,85.96948,Montana
2009.0,34 years,34.0,417.0,73.60989,Montana
2009.0,35 years,35.0,283.0,56.22889,Montana
2009.0,36 years,36.0,286.0,56.84755,Montana
2009.0,37 years,37.0,203.0,35.43994,Montana
2009.0,38 years,38.0,164.0,28.64129,Montana
2009.0,39 years,39.0,133.0,22.45105,Montana
2009.0,40 years,40.0,92.0,16.83748,Montana
2009.0,41 years,41.0,55.0,9.87255,Montana
2009.0,42 years,42.0,38.0,6.6422,Montana
2009.0,43 years,43.0,20.0,3.37154,Montana
2009.0,44 years,44.0,14.0,2.25916,Montana
2009.0,14 years,14.0,23.0,,Nebraska
2009.0,15 years,15.0,74.0,6.12177,Nebraska
2009.0,16 years,16.0,184.0,14.81481,Nebraska
2009.0,17 years,17.0,374.0,29.64255,Nebraska
2009.0,18 years,18.0,647.0,49.71951,Nebraska
2009.0,19 years,19.0,930.0,69.3564,Nebraska
2009.0,20 years,20.0,1077.0,85.00395,Nebraska
2009.0,21 years,21.0,1165.0,91.12954,Nebraska
2009.0,22 years,22.0,1260.0,100.39041,Nebraska
2009.0,23 years,23.0,1419.0,113.17595,Nebraska
2009.0,24 years,24.0,1531.0,122.23553,Nebraska
2009.0,25 years,25.0,1618.0,127.47183,Nebraska
2009.0,26 years,26.0,1802.0,143.32299,Nebraska
2009.0,27 years,27.0,1782.0,137.64869,Nebraska
2009.0,28 years,28.0,1906.0,158.3188,Nebraska
2009.0,29 years,29.0,1719.0,150.47269,Nebraska
2009.0,30 years,30.0,1637.0,133.61084,Nebraska
2009.0,31 years,31.0,1381.0,127.03523,Nebraska
2009.0,32 years,32.0,1286.0,112.50109,Nebraska
2009.0,33 years,33.0,1102.0,104.16864,Nebraska
2009.0,34 years,34.0,943.0,84.54366,Nebraska
2009.0,35 years,35.0,781.0,74.27485,Nebraska
2009.0,36 years,36.0,601.0,56.83753,Nebraska
2009.0,37 years,37.0,505.0,46.57812,Nebraska
2009.0,38 years,38.0,378.0,32.78404,Nebraska
2009.0,39 years,39.0,296.0,26.97284,Nebraska
2009.0,40 years,40.0,187.0,16.71434,Nebraska
2009.0,41 years,41.0,150.0,14.28571,Nebraska
2009.0,42 years,42.0,68.0,6.3593,Nebraska
2009.0,43 years,43.0,42.0,3.85392,Nebraska
2009.0,44 years,44.0,35.0,2.97063,Nebraska
2009.0,45 years,45.0,12.0,,Nebraska
2009.0,14 years,14.0,47.0,,Nevada
2009.0,15 years,15.0,137.0,7.61915,Nevada
2009.0,16 years,16.0,424.0,23.35316,Nevada
2009.0,17 years,17.0,719.0,39.96221,Nevada
2009.0,18 years,18.0,1089.0,63.05002,Nevada
2009.0,19 years,19.0,1510.0,89.58234,Nevada
2009.0,20 years,20.0,1702.0,103.95163,Nevada
2009.0,21 years,21.0,1805.0,111.34415,Nevada
2009.0,22 years,22.0,1893.0,112.63834,Nevada
2009.0,23 years,23.0,1911.0,108.57955,Nevada
2009.0,24 years,24.0,1997.0,108.20916,Nevada
2009.0,25 years,25.0,2167.0,111.51709,Nevada
2009.0,26 years,26.0,2128.0,114.40245,Nevada
2009.0,27 years,27.0,2184.0,110.03628,Nevada
2009.0,28 years,28.0,2239.0,106.81742,Nevada
2009.0,29 years,29.0,2118.0,112.08721,Nevada
2009.0,30 years,30.0,1879.0,97.96152,Nevada
2009.0,31 years,31.0,1842.0,99.96744,Nevada
2009.0,32 years,32.0,1719.0,95.49469,Nevada
2009.0,33 years,33.0,1454.0,79.54918,Nevada
2009.0,34 years,34.0,1373.0,77.39135,Nevada
2009.0,35 years,35.0,1147.0,63.22694,Nevada
2009.0,36 years,36.0,994.0,54.1188,Nevada
2009.0,37 years,37.0,812.0,43.07692,Nevada
2009.0,38 years,38.0,723.0,35.77791,Nevada
2009.0,39 years,39.0,554.0,28.43359,Nevada
2009.0,40 years,40.0,400.0,21.44657,Nevada
2009.0,41 years,41.0,228.0,12.34367,Nevada
2009.0,42 years,42.0,166.0,9.38595,Nevada
2009.0,43 years,43.0,112.0,6.16435,Nevada
2009.0,44 years,44.0,69.0,3.6667,Nevada
2009.0,45 years,45.0,25.0,,Nevada
2009.0,46 years,46.0,19.0,,Nevada
2009.0,15 years,15.0,17.0,1.93028,New Hampshire
2009.0,16 years,16.0,43.0,4.82604,New Hampshire
2009.0,17 years,17.0,127.0,13.41502,New Hampshire
2009.0,18 years,18.0,211.0,21.77727,New Hampshire
2009.0,19 years,19.0,367.0,37.89756,New Hampshire
2009.0,20 years,20.0,486.0,53.77296,New Hampshire
2009.0,21 years,21.0,507.0,55.07876,New Hampshire
2009.0,22 years,22.0,513.0,63.3568,New Hampshire
2009.0,23 years,23.0,591.0,78.30926,New Hampshire
2009.0,24 years,24.0,645.0,88.52594,New Hampshire
2009.0,25 years,25.0,670.0,96.12626,New Hampshire
2009.0,26 years,26.0,688.0,92.88511,New Hampshire
2009.0,27 years,27.0,803.0,107.9156,New Hampshire
2009.0,28 years,28.0,822.0,111.62412,New Hampshire
2009.0,29 years,29.0,910.0,136.35001,New Hampshire
2009.0,30 years,30.0,851.0,109.36898,New Hampshire
2009.0,31 years,31.0,887.0,129.62151,New Hampshire
2009.0,32 years,32.0,720.0,102.66648,New Hampshire
2009.0,33 years,33.0,642.0,89.19144,New Hampshire
2009.0,34 years,34.0,613.0,83.84626,New Hampshire
2009.0,35 years,35.0,520.0,68.18778,New Hampshire
2009.0,36 years,36.0,437.0,55.59089,New Hampshire
2009.0,37 years,37.0,378.0,43.81593,New Hampshire
2009.0,38 years,38.0,306.0,31.82527,New Hampshire
2009.0,39 years,39.0,214.0,22.59291,New Hampshire
2009.0,40 years,40.0,177.0,18.51464,New Hampshire
2009.0,41 years,41.0,103.0,10.93418,New Hampshire
2009.0,42 years,42.0,61.0,6.18975,New Hampshire
2009.0,43 years,43.0,24.0,2.32041,New Hampshire
2009.0,44 years,44.0,25.0,2.27066,New Hampshire
2009.0,13 years,13.0,11.0,,New Jersey
2009.0,14 years,14.0,62.0,,New Jersey
2009.0,15 years,15.0,223.0,3.75358,New Jersey
2009.0,16 years,16.0,601.0,9.90605,New Jersey
2009.0,17 years,17.0,1105.0,17.97654,New Jersey
2009.0,18 years,18.0,1811.0,32.08092,New Jersey
2009.0,19 years,19.0,2668.0,50.60314,New Jersey
2009.0,20 years,20.0,3223.0,63.41118,New Jersey
2009.0,21 years,21.0,3417.0,67.96754,New Jersey
2009.0,22 years,22.0,3793.0,74.26043,New Jersey
2009.0,23 years,23.0,3992.0,76.6675,New Jersey
2009.0,24 years,24.0,4143.0,77.27027,New Jersey
2009.0,25 years,25.0,4600.0,86.56216,New Jersey
2009.0,26 years,26.0,5184.0,95.53999,New Jersey
2009.0,27 years,27.0,5664.0,103.48797,New Jersey
2009.0,28 years,28.0,6340.0,114.58936,New Jersey
2009.0,29 years,29.0,6919.0,121.37745,New Jersey
2009.0,30 years,30.0,7165.0,126.61248,New Jersey
2009.0,31 years,31.0,7230.0,131.66041,New Jersey
2009.0,32 years,32.0,6924.0,123.87512,New Jersey
2009.0,33 years,33.0,6196.0,112.57063,New Jersey
2009.0,34 years,34.0,5731.0,102.90526,New Jersey
2009.0,35 years,35.0,5073.0,89.70505,New Jersey
2009.0,36 years,36.0,4346.0,75.99364,New Jersey
2009.0,37 years,37.0,3752.0,62.02268,New Jersey
2009.0,38 years,38.0,3100.0,47.81737,New Jersey
2009.0,39 years,39.0,2333.0,34.67907,New Jersey
2009.0,40 years,40.0,1753.0,27.17282,New Jersey
2009.0,41 years,41.0,1119.0,17.2085,New Jersey
2009.0,42 years,42.0,740.0,11.15163,New Jersey
2009.0,43 years,43.0,502.0,7.33168,New Jersey
2009.0,44 years,44.0,274.0,3.81037,New Jersey
2009.0,45 years,45.0,139.0,,New Jersey
2009.0,46 years,46.0,92.0,,New Jersey
2009.0,47 years,47.0,50.0,,New Jersey
2009.0,48 years,48.0,25.0,,New Jersey
2009.0,49 years,49.0,15.0,,New Jersey
2009.0,50 years and over,,15.0,,New Jersey
2009.0,14 years,14.0,46.0,,New Mexico
2009.0,15 years,15.0,205.0,14.42545,New Mexico
2009.0,16 years,16.0,472.0,32.5136,New Mexico
2009.0,17 years,17.0,809.0,54.57366,New Mexico
2009.0,18 years,18.0,1282.0,83.69239,New Mexico
2009.0,19 years,19.0,1670.0,113.59771,New Mexico
2009.0,20 years,20.0,1745.0,123.08669,New Mexico
2009.0,21 years,21.0,1759.0,129.11987,New Mexico
2009.0,22 years,22.0,1718.0,125.6399,New Mexico
2009.0,23 years,23.0,1733.0,127.44521,New Mexico
2009.0,24 years,24.0,1670.0,121.57833,New Mexico
2009.0,25 years,25.0,1796.0,129.76879,New Mexico
2009.0,26 years,26.0,1687.0,127.26313,New Mexico
2009.0,27 years,27.0,1556.0,111.82981,New Mexico
2009.0,28 years,28.0,1563.0,115.78635,New Mexico
2009.0,29 years,29.0,1420.0,105.27877,New Mexico
2009.0,30 years,30.0,1246.0,98.09479,New Mexico
2009.0,31 years,31.0,1097.0,88.23293,New Mexico
2009.0,32 years,32.0,976.0,82.85229,New Mexico
2009.0,33 years,33.0,858.0,69.12665,New Mexico
2009.0,34 years,34.0,756.0,65.03785,New Mexico
2009.0,35 years,35.0,667.0,54.94687,New Mexico
2009.0,36 years,36.0,537.0,45.13364,New Mexico
2009.0,37 years,37.0,467.0,37.16969,New Mexico
2009.0,38 years,38.0,387.0,31.13686,New Mexico
2009.0,39 years,39.0,267.0,19.86312,New Mexico
2009.0,40 years,40.0,223.0,18.16405,New Mexico
2009.0,41 years,41.0,147.0,11.83956,New Mexico
2009.0,42 years,42.0,83.0,6.91494,New Mexico
2009.0,43 years,43.0,68.0,5.22474,New Mexico
2009.0,44 years,44.0,38.0,2.77352,New Mexico
2009.0,45 years,45.0,19.0,,New Mexico
2009.0,47 years,47.0,10.0,,New Mexico
2009.0,13 years,13.0,29.0,,New York
2009.0,14 years,14.0,172.0,,New York
2009.0,15 years,15.0,582.0,4.59897,New York
2009.0,16 years,16.0,1448.0,11.06416,New York
2009.0,17 years,17.0,2673.0,20.06907,New York
2009.0,18 years,18.0,4642.0,33.55913,New York
2009.0,19 years,19.0,6961.0,48.18468,New York
2009.0,20 years,20.0,8456.0,61.1018,New York
2009.0,21 years,21.0,9476.0,69.57262,New York
2009.0,22 years,22.0,10151.0,74.79259,New York
2009.0,23 years,23.0,10536.0,76.30857,New York
2009.0,24 years,24.0,11127.0,79.69146,New York
2009.0,25 years,25.0,11800.0,83.28687,New York
2009.0,26 years,26.0,12773.0,91.63235,New York
2009.0,27 years,27.0,13331.0,97.23418,New York
2009.0,28 years,28.0,13785.0,98.05944,New York
2009.0,29 years,29.0,14366.0,103.99293,New York
2009.0,30 years,30.0,14632.0,107.91197,New York
